report_path,dataset,vtype,classifier,run_id,method,accuracy,precision_macro,recall_macro,f1_macro,roc_auc,predicted_anomalies,true_anomalies,tn,fp,fn,tp,time_total,time_vectorization,time_feature_extraction,time_training,time_inference,vec_params,cls_params
runs/tb_df-100K/v1/c/20260324-203246/report-config-2026-03-24-20_34_13.json,tb_df-100K,v1,c,20260324-203246,v1+c,0.9880677520799331,0.8786099870679747,0.9932885113857137,0.9276163659916492,0.9937238170482525,4923,3732,95557,1195,4,3728,78.41360878944397,61.442214012145996,4.421388387680054,6.3694908618927,5.59143590927124,"{""output_mode"": ""tf_idf"", ""output_sequence_length"": 200}","{""type"": ""c"", ""c"": 1.0}"
runs/tb_df-100K/v1/lr/20260324-203953/report-config-2026-03-24-20_43_14.json,tb_df-100K,v1,lr,20260324-203953,v1+lr,0.992784920982445,0.926383638163732,0.9828572163196085,0.9527012617492518,0.9992074672722657,4249,3732,96131,621,104,3628,193.29653811454773,60.7369704246521,4.409373998641968,121.70488166809082,5.859534025192261,"{""output_mode"": ""tf_idf"", ""output_sequence_length"": 200}","{""type"": ""lr"", ""class_weight"": ""balanced"", ""c"": 1.0}"
runs/tb_df-100K/v1/m/20260324-203119/report-config-2026-03-24-20_32_45.json,tb_df-100K,v1,m,20260324-203119,v1+m,0.9880478484136778,0.87859724438536,0.9928917499770908,0.9274636105416221,0.9937289752068957,4919,3732,95558,1194,7,3725,78.35939908027649,60.68460702896118,4.445144891738892,6.201543092727661,6.019497632980347,"{""output_mode"": ""tf_idf"", ""output_sequence_length"": 200}","{""type"": ""m"", ""c"": 1.0}"
runs/tb_df-100K/v1/rf/20260324-203413/report-config-2026-03-24-20_38_11.json,tb_df-100K,v1,rf,20260324-203413,v1+rf,0.9928545838143386,0.9366765209388833,0.9680804059252894,0.9517835816726905,0.9990348441273972,4012,3732,96253,499,219,3513,233.18786430358887,61.0105094909668,4.453969717025757,164.1216733455658,3.003396511077881,"{""output_mode"": ""tf_idf"", ""output_sequence_length"": 200}","{""type"": ""rf"", ""class_weight"": ""balanced"", ""c"": 1.0}"
runs/tb_df-100K/v1/svm/20260324-203812/report-config-2026-03-24-20_39_52.json,tb_df-100K,v1,svm,20260324-203812,v1+svm,0.9918295450021894,0.9254747244141546,0.9679345428920403,0.945601306908048,0.9966094197742017,4121,3732,96147,605,216,3516,92.49381399154663,60.7417516708374,4.4368462562561035,21.500755548477173,5.226805210113525,"{""output_mode"": ""tf_idf"", ""output_sequence_length"": 200}","{""type"": ""svm"", ""class_weight"": ""balanced"", ""c"": 1.0}"
runs/tb_df-100K/v2/c/20260324-204321/report-config-2026-03-24-20_43_27.json,tb_df-100K,v2,c,20260324-204321,v2+c,0.980822817562995,0.8298780533359149,0.9892686981187557,0.8922415035631734,0.9958765652110452,5647,3732,94831,1921,6,3726,5.270108699798584,1.9196364879608154,2.7243731021881104,0.024616479873657227,0.008901834487915039,"{""max_features"": 20000, ""ngram_range"": ""1 2""}","{""type"": ""c"", ""c"": 1.0}"
runs/tb_df-100K/v2/lr/20260324-204355/report-config-2026-03-24-20_44_03.json,tb_df-100K,v2,lr,20260324-204355,v2+lr,0.9883464034075077,0.8806794748292236,0.9936908283735248,0.9291189968193976,0.99598364719974,4899,3732,95583,1169,2,3730,7.657938003540039,1.9401769638061523,2.717538833618164,2.405278444290161,0.004761934280395508,"{""max_features"": 20000, ""ngram_range"": ""1 2""}","{""type"": ""lr"", ""class_weight"": ""balanced"", ""c"": 1.0}"
runs/tb_df-100K/v2/m/20260324-204315/report-config-2026-03-24-20_43_21.json,tb_df-100K,v2,m,20260324-204315,v2+m,0.9872517017634649,0.8725378599309954,0.9924783218309027,0.9233088807532237,0.9958765652110452,4999,3732,95478,1274,7,3725,5.229055404663086,1.9061994552612305,2.69311785697937,0.025349855422973633,0.010233879089355469,"{""max_features"": 20000, ""ngram_range"": ""1 2""}","{""type"": ""m"", ""c"": 1.0}"
runs/tb_df-100K/v2/rf/20260324-204327/report-config-2026-03-24-20_43_42.json,tb_df-100K,v2,rf,20260324-204327,v2+rf,0.9903566736992954,0.9124718782186632,0.9639494866135245,0.9365541270517077,0.9982288558754919,4219,3732,96024,728,241,3491,14.377262830734253,1.9254136085510254,2.6729466915130615,9.006468772888184,0.18346405029296875,"{""max_features"": 20000, ""ngram_range"": ""1 2""}","{""type"": ""rf"", ""class_weight"": ""balanced"", ""c"": 1.0}"
runs/tb_df-100K/v2/svm/20260324-204343/report-config-2026-03-24-20_43_55.json,tb_df-100K,v2,svm,20260324-204343,v2+svm,0.988396162573146,0.8809718252347898,0.9939742847693072,0.9294138371486744,0.9984640443690378,4898,3732,95586,1166,0,3732,11.176839828491211,1.9221923351287842,2.718285083770752,5.9348180294036865,0.006169319152832031,"{""max_features"": 20000, ""ngram_range"": ""1 2""}","{""type"": ""svm"", ""class_weight"": ""balanced"", ""c"": 1.0}"
runs/tb_df-100K/v3/c/20260324-204420/report-config-2026-03-24-20_44_36.json,tb_df-100K,v3,c,20260324-204420,v3+c,0.8813641972851399,0.6153550225922488,0.9167541988879182,0.6543318534691664,0.9696206376351484,15317,3732,84999,11753,168,3564,14.684037685394287,7.85112738609314,5.974795818328857,0.0492703914642334,0.012039661407470703,"{""vector_size"": 100, ""window"": 5, ""min_count"": 1, ""sg"": 1}","{""type"": ""c"", ""c"": 1.0}"
runs/tb_df-100K/v3/lr/20260324-204524/report-config-2026-03-24-20_45_41.json,tb_df-100K,v3,lr,20260324-204524,v3+lr,0.9857987341268262,0.8619269550607831,0.9918526240324319,0.9159274275168385,0.9938523154346863,5147,3732,95331,1421,6,3726,15.482182264328003,7.802006721496582,5.899423837661743,1.1820924282073975,0.008851289749145508,"{""vector_size"": 100, ""window"": 5, ""min_count"": 1, ""sg"": 1}","{""type"": ""lr"", ""class_weight"": ""balanced"", ""c"": 1.0}"
runs/tb_df-100K/v3/m/20260324-204403/report-config-2026-03-24-20_44_20.json,tb_df-100K,v3,m,20260324-204403,v3+m,0.9575056725448827,0.5778624503440322,0.5187307266267756,0.5254001412048098,0.9594691986393296,872,3732,96047,705,3565,167,15.539233207702637,7.8093180656433105,6.865190267562866,0.04971742630004883,0.013843059539794922,"{""vector_size"": 100, ""window"": 5, ""min_count"": 1, ""sg"": 1}","{""type"": ""m"", ""c"": 1.0}"
runs/tb_df-100K/v3/rf/20260324-204436/report-config-2026-03-24-20_45_00.json,tb_df-100K,v3,rf,20260324-204436,v3+rf,0.9771406393057601,0.8922324630933127,0.7522809557537056,0.8057967381067501,0.9962985441302863,2367,3732,96286,466,1831,1901,23.213135957717896,7.818084239959717,5.911399602890015,8.745556831359863,0.14099979400634766,"{""vector_size"": 100, ""window"": 5, ""min_count"": 1, ""sg"": 1}","{""type"": ""rf"", ""class_weight"": ""balanced"", ""c"": 1.0}"
runs/tb_df-100K/v3/svm/20260324-204500/report-config-2026-03-24-20_45_24.json,tb_df-100K,v3,svm,20260324-204500,v3+svm,0.9865849289439115,0.8675280390255293,0.9923896928951155,0.9199191097379327,0.9941164657773663,5070,3732,95409,1343,5,3727,22.89394211769104,7.857463359832764,6.03023362159729,8.406699180603027,0.009294271469116211,"{""vector_size"": 100, ""window"": 5, ""min_count"": 1, ""sg"": 1}","{""type"": ""svm"", ""class_weight"": ""balanced"", ""c"": 1.0}"
runs/tb_df-100K/v4/c/20260324-211709/report-config-2026-03-24-21_48_24.json,tb_df-100K,v4,c,20260324-211709,v4+c,0.7658433183392381,0.5683083592493637,0.8775039543759664,0.5510353257817784,0.9688276673293923,27247,3732,73230,23522,7,3725,1867.6641449928284,623.5530197620392,1242.3206851482391,0.19939422607421875,0.15405988693237305,{},"{""type"": ""c"", ""c"": 1.0}"
runs/tb_df-100K/v4/lr/20260324-225357/report-config-2026-03-24-23_25_32.json,tb_df-100K,v4,lr,20260324-225357,v4+lr,0.9880080410811671,0.8781490838474174,0.9932575042747496,0.9273022733303269,0.9967395756951043,4929,3732,95551,1201,4,3728,1888.70059299469,627.7706696987152,1257.7365672588348,2.430860996246338,0.1626112461090088,{},"{""type"": ""lr"", ""class_weight"": ""balanced"", ""c"": 1.0}"
runs/tb_df-100K/v4/m/20260324-204541/report-config-2026-03-24-21_17_08.json,tb_df-100K,v4,m,20260324-204541,v4+m,0.9268639783448112,0.6457408997083626,0.8369483370794443,0.6949781133655978,0.9688276673293923,9139,3732,90374,6378,971,2761,1880.2888572216034,626.5041410923004,1252.1048822402954,0.17595577239990234,0.1543107032775879,{},"{""type"": ""m"", ""c"": 1.0}"
runs/tb_df-100K/v4/rf/20260324-214825/report-config-2026-03-24-22_20_49.json,tb_df-100K,v4,rf,20260324-214825,v4+rf,0.9869630986027627,0.9001737699672474,0.9234158700752643,0.9114355463728907,0.9967100585649993,3958,3732,95984,768,542,3190,1937.5219204425812,624.6034243106842,1260.630964756012,51.24203395843506,0.4431581497192383,{},"{""type"": ""rf"", ""class_weight"": ""balanced"", ""c"": 1.0}"
runs/tb_df-100K/v4/svm/20260324-222051/report-config-2026-03-24-22_53_56.json,tb_df-100K,v4,svm,20260324-222051,v4+svm,0.9883563552406354,0.8806609547123623,0.9939536133619977,0.929203030404176,0.9974004708295203,4902,3732,95582,1170,0,3732,1978.5581481456757,626.0440380573273,1243.4000985622406,108.2782244682312,0.23259329795837402,{},"{""type"": ""svm"", ""class_weight"": ""balanced"", ""c"": 1.0}"
runs/tb_df-100K/v5/c/20260324-232626/report-config-2026-03-24-23_27_19.json,tb_df-100K,v5,c,20260324-232626,v5+c,0.8563353369690697,0.6023063318322202,0.9230783367905321,0.6295676691508133,0.9886883062624306,18132,3732,82334,14418,18,3714,52.282819509506226,34.79449939727783,16.683704137802124,0.04928112030029297,0.03096318244934082,"{""vector_size"": 100, ""window"": 5, ""min_count"": 1, ""sg"": 1}","{""type"": ""c"", ""c"": 1.0}"
runs/tb_df-100K/v5/lr/20260324-232917/report-config-2026-03-24-23_30_10.json,tb_df-100K,v5,lr,20260324-232917,v5+lr,0.986097289120656,0.864167256279289,0.9916212338822843,0.9173753152569463,0.9955110172397322,5111,3732,95364,1388,9,3723,52.440396785736084,34.84550738334656,15.718865394592285,1.25754714012146,0.02884817123413086,"{""vector_size"": 100, ""window"": 5, ""min_count"": 1, ""sg"": 1}","{""type"": ""lr"", ""class_weight"": ""balanced"", ""c"": 1.0}"
runs/tb_df-100K/v5/m/20260324-232534/report-config-2026-03-24-23_26_26.json,tb_df-100K,v5,m,20260324-232534,v5+m,0.9765435293181004,0.915341904478822,0.721572062519907,0.7867380977245859,0.9869520409835355,1955,3732,96462,290,2067,1665,51.00538086891174,34.411479473114014,15.786238431930542,0.05036306381225586,0.032659053802490234,"{""vector_size"": 100, ""window"": 5, ""min_count"": 1, ""sg"": 1}","{""type"": ""m"", ""c"": 1.0}"
runs/tb_df-100K/v5/rf/20260324-232719/report-config-2026-03-24-23_28_22.json,tb_df-100K,v5,rf,20260324-232719,v5+rf,0.9871123760996776,0.8984897660418025,0.9292897734271961,0.9132616098480324,0.9970012501216357,4033,3732,95954,798,497,3235,61.03215312957764,35.02227234840393,15.866089344024658,9.418980360031128,0.13214755058288574,"{""vector_size"": 100, ""window"": 5, ""min_count"": 1, ""sg"": 1}","{""type"": ""rf"", ""class_weight"": ""balanced"", ""c"": 1.0}"
runs/tb_df-100K/v5/svm/20260324-232822/report-config-2026-03-24-23_29_17.json,tb_df-100K,v5,svm,20260324-232822,v5+svm,0.9871720870984435,0.8720296241521748,0.9921793618796384,0.9228636687320494,0.9953869860263944,5003,3732,95472,1280,9,3723,53.77862596511841,34.537991762161255,15.57290768623352,3.049710988998413,0.027104854583740234,"{""vector_size"": 100, ""window"": 5, ""min_count"": 1, ""sg"": 1}","{""type"": ""svm"", ""class_weight"": ""balanced"", ""c"": 1.0}"
